tract_id,gentrification_risk,risk_level,percentile
Census Tract 3511,-0.03805248347570712,Low,25.0
Census Tract 3512,0.2705815150123332,Moderate,54.54545454545454
Census Tract 3513,-0.17902616869206478,Very Low,14.772727272727273
Census Tract 3514,-0.06503631806357556,Low,22.727272727272727
Census Tract 3515,-0.28347336703396925,Very Low,7.386363636363637
Census Tract 3516.01,-0.3256010513343,Very Low,5.681818181818182
Census Tract 3516.02,0.49855747610375006,High,75.0
Census Tract 3517,-0.0809341907926946,Low,21.022727272727273
Census Tract 3518,-0.07799748235207547,Low,21.59090909090909
Census Tract 3519,0.17274025419918362,Moderate,44.31818181818182
Census Tract 3520,-0.19290292065904635,Very Low,13.068181818181818
Census Tract 3521,-0.14758737161496951,Very Low,15.340909090909092
Census Tract 3522,0.14363329619684084,Moderate,42.04545454545455
Census Tract 3523,0.23431258385414794,Moderate,50.56818181818182
Census Tract 3524,-0.06364352921910939,Low,23.295454545454543
Census Tract 3525,0.2838740223559774,Moderate,56.25
Census Tract 3526,-0.24306728256551557,Very Low,10.795454545454545
Census Tract 3527.01,0.3075640300224114,Moderate,59.09090909090909
Census Tract 3527.02,0.03275420832447837,Low,30.681818181818183
Census Tract 3528,0.06073476851948345,Low,32.38636363636363
Census Tract 3611,0.2854862679733394,Moderate,56.81818181818182
Census Tract 3612,0.672639536931356,Very High,84.0909090909091
Census Tract 3613,0.1444989319907948,Moderate,42.61363636363637
Census Tract 3614.01,-0.18478318050491546,Very Low,13.636363636363635
Census Tract 3614.02,0.6886435808837048,Very High,85.22727272727273
Census Tract 3615,-0.25055767657275646,Very Low,9.659090909090908
Census Tract 9900,0.1675931958478701,Moderate,43.75
